## RunInfo	version:1.2.0-a	annotated_features:27812	total_fragments:2717	pair_mapped:0	pair_mixed:0	single_mapped:2717	unmapped:0	unique:854	ambig:1863	overlap_unique:883	overlap_ambig:1834
transcript	transcript_length	final_prop	init_prop
ERV316A3_10q22.3d	1062	0.0	0.0
ERVLB4_10q22.3a	1388	0.0	0.0
HUERSP2_10q22.3	349	0.0	0.0
L1FLnI_10q22.3m	10095	0.0	0.0
ERV316A3_10q22.3c	1894	0.0	0.0
ERV316A3_10q22.3b	5597	0.0	0.0
L1FLnI_10q22.3l	10157	0.0	0.0
L1FLnI_10q22.3k	9386	0.0	0.0
ERVL_10q22.3	1056	0.0	0.0
L1FLnI_10q22.3j	11073	0.0	0.0
ERV316A3_10q22.3a	5003	0.0	0.0
HARLEQUIN_10q22.1	6823	0.0	0.0
ERVLE_10q22.1	1435	0.0	0.0
L1FLnI_10q21.3f	10031	0.0	0.0
L1FLnI_10q21.3r	10141	0.0	0.0
L1FLnI_10q21.3p	10101	0.0	0.0
L1FLnI_10q21.3o	10108	0.0	0.0
L1FLnI_10q21.3n	10132	0.0	0.0
ERVLB4_10q21.3e	3137	0.0	0.0
LTR57_10q21.3	531	0.0	0.0
L1FLnI_10q21.3m	10129	0.0	0.0
MER61_10q21.3	2266	0.0	0.0
L1FLnI_10q21.3l	9840	0.0	0.0
L1FLnI_10q21.3k	11488	0.0	0.0
HERVL_10q21.3b	6098	0.0	0.0
L1FLnI_10q21.3j	9804	0.0	0.0
ERVLB4_10q21.3d	2886	0.0	0.0
HERVK11_10q21.3	6391	0.0	0.0
ERVLB4_10q21.3c	932	0.0	0.0
ERVLE_10q21.3a	1438	0.0	0.0
L1FLnI_10q21.3i	9975	0.0	0.0
HERVL_10q21.3a	4750	0.0	0.0
ERVLB4_10q21.3b	1840	0.0	0.0
L1FLnI_10q21.3h	10557	0.0	0.0
ERVLB4_10q21.3a	3181	0.0	0.0
HERV9_10q21.3	5436	0.0	0.0
L1FLnI_10q21.3g	10169	0.0	0.0
ERV316A3_10q21.3	961	0.0	0.0
L1FLnI_10q21.3q	8812	0.0	0.0
L1FLnI_10q21.3s	10307	0.0	0.0
HERVL_10q22.1	6341	0.0	0.0
L1FLnI_10q21.3t	10466	0.0	0.0
HERVL18_10q22.1	3488	0.0	0.0
L1FLnI_10q22.1a	10137	0.0	0.0
ERV316A3_10q22.1b	1364	0.0	0.0
ERV316A3_10q22.1a	4473	0.0	0.0
HML3_10q22.1	6542	0.0	0.0
L1FLnI_10q21.3ga	10158	0.0	0.0
L1FLnI_10q21.3fa	9347	0.0	0.0
L1FLnI_10q21.3ea	10129	0.0	0.0
L1FLnI_10q21.3da	10138	0.0	0.0
L1FLnI_10q21.3ca	10478	0.0	0.0
ERVLE_10q21.3d	1212	0.0	0.0
L1FLnI_10q21.3ba	10024	0.0	0.0
L1FLnI_10q21.3aa	10614	0.0	0.0
ERVLB4_10q21.3f	697	0.0	0.0
ERVLE_10q21.3c	1266	0.0	0.0
ERVLE_10q21.3b	1352	0.0	0.0
L1FLnI_10q21.3z	10008	0.0	0.0
HARLEQUIN_10q21.3	2093	0.0	0.0
L1FLnI_10q21.3y	10125	0.0	0.0
L1FLnI_10q21.3x	8768	0.0	0.0
L1FLnI_10q21.3w	9121	0.0	0.0
L1FLnI_10q21.3v	10867	0.0	0.0
L1FLnI_10q21.3u	10163	0.0	0.0
L1FLnI_10q21.1h	10143	0.0	0.0
L1FLnI_10q21.1f	8814	0.0	0.0
L1FLnI_10p12.1g	10226	0.0	0.0
L1FLnI_10p11.22v	9830	0.0	0.0
L1FLnI_10p11.21b	10026	0.0	0.0
LTR57_10p11.21	690	0.0	0.0
L1FLnI_10p11.21a	9988	0.0	0.0
HERVH_10p11.21	6409	0.0	0.0
ERV316A3_10p11.21b	2651	0.0	0.0
ERV316A3_10p11.21a	680	0.0	0.0
ERVLB4_10p11.21	1679	0.0	0.0
HERVE_10p11.21	6380	0.0	0.0
L1FLnI_10p11.22x	10114	0.0	0.0
L1FLnI_10p11.22w	9247	0.0	0.0
ERVLE_10p11.22c	3189	0.0	0.0
ERV316A3_10p11.22e	3991	0.0	0.0
L1FLnI_10q21.1e	8835	0.0	0.0
L1FLI_10p11.22	8047	0.0	0.0
L1FLnI_10p11.22u	10178	0.0	0.0
HERVL74_10p11.22	2014	0.0	0.0
L1FLnI_10p11.22t	8998	0.0	0.0
L1FLnI_10p11.22s	8780	0.0	0.0
HERVL_10p11.22b	3884	0.0	0.0
L1FLnI_10p11.22r	10109	0.0	0.0
HERVL_10p11.22a	5353	0.0	0.0
ERVLB4_10p11.22b	3299	0.0	0.0
L1FLnI_10p11.22q	10102	0.0	0.0
ERVLE_10p11.22b	1553	0.0	0.0
L1FLnI_10p11.21c	9528	0.0	0.0
L1FLnI_10p11.21d	10007	0.0	0.0
HERVL_10p11.21	2793	0.0	0.0
ERV316A3_10p11.21c	1209	0.0	0.0
ERV316A3_10p11.1b	1447	0.0	0.0
ERV316A3_10p11.1a	797	0.0	0.0
MER61_10p11.1	655	0.0	0.0
MER4B_10p11.1	202	0.0	0.0
LTR57_10p11.1	566	0.0	0.0
L1FLnI_10p11.1c	10131	0.0	0.0
L1FLnI_10p11.1b	9465	0.0	0.0
L1FLnI_10p11.1a	9339	0.0	0.0
L1FLnI_10p11.21l	10007	0.0	0.0
HERVS71_10p11.21	9149	0.0	0.0
ERV316A3_10p11.21f	1697	0.0	0.0
L1FLnI_10p11.21k	10017	0.0	0.0
ERVLE_10p11.21	2125	0.0	0.0
L1FLnI_10p11.21j	10148	0.0	0.0
L1FLnI_10p11.21i	9544	0.0	0.0
L1FLnI_10p11.21h	10121	0.0	0.0
ERV316A3_10p11.21e	1346	0.0	0.0
HUERSP3_10p11.21	4732	0.0	0.0
HERV9_10p11.21	11302	0.0	0.0
L1FLnI_10p11.21g	9743	0.0	0.0
L1FLnI_10p11.21f	10155	0.0	0.0
L1FLnI_10p11.21e	10119	0.0	0.0
ERV316A3_10p11.21d	874	0.0	0.0
L1FLnI_10p11.22p	10479	0.0	0.0
L1FLnI_10p11.22o	10102	0.0	0.0
L1FLnI_10p11.22n	10062	0.0	0.0
ERV316A3_10p11.23	764	0.0	0.0
L1FLnI_10p11.23b	10410	0.0	0.0
L1FLnI_10p11.23a	10071	0.0	0.0
HERVIP10FH_10p11.23	2690	0.0	0.0
HARLEQUIN_10p11.23a	4635	0.0	0.0
ERV316A3_10p12.1c	1713	0.0	0.0
ERVLE_10p12.1c	766	0.0	0.0
ERVLE_10p12.1b	669	0.0	0.0
ERV316A3_10p12.1b	1146	0.0	0.0
ERVLE_10p12.1a	1114	0.0	0.0
ERV316A3_10p12.1a	1075	0.0	0.0
L1FLnI_10p12.1o	8719	0.0	0.0
L1FLnI_10p12.1n	9189	0.0	0.0
L1FLnI_10p12.1m	8532	0.0	0.0
L1FLnI_10p12.1l	10405	0.0	0.0
HERVH_10p12.1c	5568	0.0	0.0
ERVLB4_10p12.1b	5981	0.0	0.0
L1FLnI_10p12.1k	10118	0.0	0.0
L1FLnI_10p12.1j	10106	0.0	0.0
L1FLnI_10p12.1i	10116	0.0	0.0
PRIMA4_10p12.1	17244	0.0	0.0
HERVL40_10p12.1	5063	0.0	0.0
PABLA_10p12.1	2208	0.0	0.0
L1FLnI_10p12.1h	10122	0.0	0.0
HARLEQUIN_10p11.23b	5929	0.0	0.0
HERVP71A_10p11.23	3314	0.0	0.0
L1FLnI_10p11.22m	10136	0.0	0.0
ERVLE_10p11.23	1469	0.0	0.0
L1FLnI_10p11.22l	10079	0.0	0.0
L1FLnI_10p11.22k	8703	0.0	0.0
L1FLnI_10p11.22j	10134	0.0	0.0
HERVL40_10p11.22	1344	0.0	0.0
ERV316A3_10p11.22d	1809	0.0	0.0
HERVH_10p11.22	5146	0.0	0.0
ERV316A3_10p11.22c	857	0.0	0.0
HERVFRD_10p11.22b	2644	0.0	0.0
HERVFRD_10p11.22a	1987	0.0	0.0
ERVLE_10p11.22a	3457	0.0	0.0
L1FLnI_10p11.22i	10109	0.0	0.0
L1FLnI_10p11.22h	8539	0.0	0.0
ERVLB4_10p11.22a	1138	0.0	0.0
ERV316A3_10p11.22b	1844	0.0	0.0
L1FLnI_10p11.22g	9654	0.0	0.0
L1FLnI_10p11.22f	10154	0.0	0.0
L1FLnI_10p11.22e	9101	0.0	0.0
L1FLnI_10p11.22d	10012	0.0	0.0
L1FLnI_10p11.22c	10024	0.0	0.0
L1FLnI_10p11.22b	8739	0.0	0.0
ERV316A3_10p11.22a	2499	0.0	0.0
L1FLnI_10p11.22a	9621	0.0	0.0
L1FLnI_10p11.23c	9122	0.0	0.0
L1FLnI_10p11.1d	10140	0.0	0.0
L1FLnI_10p11.1e	10207	0.0	0.0
HERVK11_10p11.1	9070	0.0	0.0
ERVLB4_10q11.22b	5080	0.0	0.0
MER101_10q11.22d	2289	0.0	0.0
L1FLnI_10q11.22b	9509	0.0	0.0
ERV316A3_10q11.22b	2733	0.0	0.0
ERV316A3_10q11.22a	2532	0.0	0.0
ERVLB4_10q11.22a	5086	0.0	0.0
ERVLE_10q11.22b	815	0.0	0.0
ERVL_10q11.22b	1402	0.0	0.0
MER4_10q11.22c	2144	0.0	0.0
MER101_10q11.22c	883	0.0	0.0
MER101_10q11.22b	1400	0.0	0.0
ERVLE_10q11.22a	567	0.0	0.0
MER101_10q11.22a	3021	0.0	0.0
L1FLnI_10q11.22a	9245	0.0	0.0
MER4_10q11.22b	2143	0.0	0.0
ERVL_10q11.22a	1422	0.0	0.0
MER4_10q11.22a	2147	0.0	0.0
HERVH_10q11.22	4889	0.0	0.0
L1FLnI_10q11.21ba	10013	0.0	0.0
L1FLnI_10q11.21aa	8643	0.0	0.0
HERVL_10q11.21c	4832	0.0	0.0
L1FLnI_10q11.21z	9106	0.0	0.0
HML6_10q11.21	7927	0.0	0.0
LTR19_10q11.21	3639	0.0	0.0
ERVLE_10q11.22c	567	0.0	0.0
ERVLE_10q11.22d	815	0.0	0.0
L1FLnI_10q11.21x	10150	0.0	0.0
MER34B_10q11.22	4607	0.0	0.0
HERVH_10q21.1a	5800	0.0	0.0
L1FLnI_10q21.1d	9052	0.0	0.0
L1FLnI_10q21.1c	10160	0.0	0.0
L1FLnI_10q21.1b	10324	0.0	0.0
HERVL_10q21.1a	3491	0.0	0.0
L1FLnI_10q21.1a	9428	0.0	0.0
ERVLB4_10q11.23b	1340	0.0	0.0
L1FLnI_10q11.23e	10112	0.0	0.0
ERV316A3_10q11.23c	1867	0.0	0.0
ERV316A3_10q11.23b	1867	0.0	0.0
MER4B_10q11.23	3497	0.0	0.0
L1FLnI_10q11.23d	10104	0.0	0.0
ERVLB4_10q11.23a	2589	0.0	0.0
ERV316A3_10q11.23a	831	0.0	0.0
MER41_10q11.23	6300	0.0	0.0
L1FLnI_10q11.23c	10152	0.0	0.0
L1FLnI_10q11.23b	10171	0.0	0.0
L1FLnI_10q11.23a	9409	0.0	0.0
HERVL_10q11.23	6558	0.0	0.0
HERVW_10q11.23	1709	0.0	0.0
L1FLnI_10q11.22c	9149	0.0	0.0
HERVP71A_10q11.22	4120	0.0	0.0
ERVLB4_10q11.22c	1174	0.0	0.0
L1FLnI_10q11.21y	10139	0.0	0.0
L1FLnI_10q11.21w	10022	0.0	0.0
HML1_10p11.1	2847	0.0	0.0
HML3_10q11.21c	4667	0.0	0.0
HML3_10q11.21a	8075	0.0	0.0
L1FLnI_10q11.21f	10030	0.0	0.0
MER4B_10q11.21	626	0.0	0.0
MER61_10q11.21	1172	0.0	0.0
HERVFH19_10q11.21	7924	0.0	0.0
MER41_10q11.21	2553	0.0	0.0
ERV316A3_10q11.21b	797	0.0	0.0
ERV316A3_10q11.21a	1421	0.0	0.0
L1FLnI_10q11.21e	10139	0.0	0.0
HERVL_10q11.21a	4010	0.0	0.0
L1FLnI_10q11.21d	10140	0.0	0.0
L1FLnI_10q11.21c	10152	0.0	0.0
L1FLnI_10q11.21b	9986	0.0	0.0
L1FLnI_10q11.21a	9934	0.0	0.0
L1FLnI_10p11.1i	10007	0.0	0.0
L1ORF2_10p11.1	8050	0.0	0.0
L1FLnI_10p11.1h	9404	0.0	0.0
L1FLnI_10p11.1g	10092	0.0	0.0
L1FLnI_10p11.1f	10106	0.0	0.0
HML3_10p11.1b	1706	0.0	0.0
HERVS71_10p11.1	6628	0.0	0.0
HML3_10p11.1a	4785	0.0	0.0
HERVKC4_10p11.1	5458	0.0	0.0
HML3_10q11.21b	7001	0.0	0.0
L1FLnI_10q11.21g	10005	0.0	0.0
L1FLnI_10q11.21v	10498	0.0	0.0
L1FLnI_10q11.21h	9992	0.0	0.0
L1FLnI_10q11.21u	9435	0.0	0.0
L1FLnI_10q11.21t	10421	0.0	0.0
L1FLnI_10q11.21s	9691	0.0	0.0
L1FLnI_10q11.21r	10153	0.0	0.0
L1FLnI_10q11.21q	8975	0.0	0.0
L1FLnI_10q11.21p	10162	0.0	0.0
L1FLnI_10q11.21o	10135	0.0	0.0
L1FLnI_10q11.21n	10095	0.0	0.0
ERVLE_10q11.21	659	0.0	0.0
L1FLnI_10q11.21m	9802	0.0	0.0
L1FLnI_10q11.21l	10131	0.0	0.0
HERV3_10q11.21b	5092	0.0	0.0
HML3_10q11.21d	5147	0.0	0.0
HERV3_10q11.21a	3089	0.0	0.0
L1FLnI_10q11.21k	9362	0.0	0.0
HERVL_10q11.21b	6552	0.0	0.0
HERVL74_10q11.21	951	0.0	0.0
ERV316A3_10q11.21c	1016	0.0	0.0
HML5_10q11.21	4896	0.0	0.0
HML1_10q11.21	1503	0.0	0.0
ERVLB4_10q11.21	3313	0.0	0.0
L1FLnI_10q11.21j	10170	0.0	0.0
L1FLnI_10q11.21i	10414	0.0	0.0
MER4_14q22.1b	2731	0.0	0.0
L1FLnI_14q22.3b	9760	0.0	0.0
HERVL18_14q22.1	5795	0.0	0.0
L1FLnI_Xq21.1ab	10454	0.0	0.0
MER4_Xq21.1a	5826	0.0	0.0
L1FLnI_Xq21.1hb	10539	0.0	0.0
ERVL_Xq21.1a	2073	0.0	0.0
L1FLnI_Xq21.1gb	11240	0.0	0.0
L1FLnI_Xq21.1fb	10124	0.0	0.0
L1FLnI_Xq21.1eb	10144	0.0	0.0
L1FLnI_Xq21.1db	8865	0.0	0.0
ERVLB4_Xq21.1c	4356	0.0	0.0
L1FLnI_Xq21.1cb	10131	0.0	0.0
MER61_Xq21.1a	1959	0.0	0.0
L1FLnI_Xq21.1bb	9591	0.0	0.0
ERVLB4_Xq21.1b	4387	0.0	0.0
L1FLnI_Xq13.3mb	9349	0.0	0.0
L1FLnI_Xq21.1za	8676	0.0	0.0
L1FLnI_Xq21.1ya	9552	0.0	0.0
L1FLnI_Xq21.1xa	9049	0.0	0.0
L1FLnI_Xq21.1wa	10048	0.0	0.0
L1FLnI_Xq21.1va	10903	0.0	0.0
L1FLnI_Xq21.1ua	9816	0.0	0.0
L1FLnI_Xq21.1ta	8921	0.0	0.0
L1FLnI_Xq21.1sa	11459	0.0	0.0
L1FLnI_Xq21.1ra	9800	0.0	0.0
L1FLnI_Xq21.1qa	10560	0.0	0.0
L1FLnI_Xq21.1pa	9619	0.0	0.0
L1FLnI_Xq21.1ib	8993	0.0	0.0
L1FLnI_Xq21.1jb	8984	0.0	0.0
MER4_Xq21.1b	1467	0.0	0.0
L1FLnI_Xq21.1kb	9686	0.0	0.0
HERVFRD_Xq21.1b	6243	0.0	0.0
ERVLB4_Xq21.1d	1090	0.0	0.0
L1FLnI_Xq21.1ub	10155	0.0	0.0
MER4_Xq21.1c	7034	0.0	0.0
L1FLnI_Xq21.1tb	10136	0.0	0.0
L1FLnI_Xq21.1sb	10424	0.0	0.0
HML3_Xq21.1b	5639	0.0	0.0
HERVW_Xq21.1b	7204	0.0	0.0
L1FLnI_Xq21.1rb	10029	0.0	0.0
HERVL_Xq21.1d	6416	0.0	0.0
PRIMA4_Xq21.1a	9279	0.0	0.0
L1FLnI_Xq21.1qb	10019	0.0	0.0
L1FLnI_Xq21.1pb	10026	0.0	0.0
HERVL_Xq21.1c	2649	0.0	0.0
MER4B_Xq21.1a	1758	0.0	0.0
HERV4_Xq21.1	1418	0.0	0.0
HERVFRD_Xq21.1a	4910	0.0	0.0
L1FLnI_Xq21.1ob	9214	0.0	0.0
L1FLnI_Xq21.1nb	9477	0.0	0.0
MER61_Xq21.1c	4694	0.0	0.0
MER61_Xq21.1b	1181	0.0	0.0
L1FLnI_Xq21.1mb	8531	0.0	0.0
L1FLnI_Xq21.1lb	8816	0.0	0.0
ERVLB4_Xq21.1a	4626	0.0	0.0
L1FLnI_Xq21.1oa	8915	0.0	0.0
L1FLnI_Xq21.1na	10509	0.0	0.0
L1FLnI_Xq21.1r	9001	0.0	0.0
L1FLnI_Xq21.1p	9539	0.0	0.0
HERVEA_Xq21.1	8761	0.0	0.0
L1FLnI_Xq21.1n	9967	0.0	0.0
L1FLnI_Xq21.1m	10027	0.0	0.0
L1FLnI_Xq21.1l	9935	0.0	0.0
L1FLnI_Xq21.1k	10139	0.0	0.0
L1FLnI_Xq21.1j	10152	0.0	0.0
HERVL_Xq21.1a	5945	0.0	0.0
L1FLnI_Xq21.1i	10139	0.0	0.0
HERVP71A_Xq21.1b	3724	0.0	0.0
HML3_Xq21.1a	4021	0.0	0.0
L1FLnI_Xq21.1h	9060	0.0	0.0
L1FLnI_Xq21.1g	10354	0.0	0.0
HERVP71A_Xq21.1a	2288	0.0	0.0
L1FLnI_Xq21.1f	10025	0.0	0.0
L1FLnI_Xq21.1e	10169	0.0	0.0
L1FLnI_Xq21.1d	10153	0.0	0.0
L1FLnI_Xq21.1c	9888	0.0	0.0
L1FLnI_Xq21.1b	10144	0.0	0.0
L1FLnI_Xq21.1a	10147	0.0	0.0
HERVL18_Xq13.3	6660	0.0	0.0
L1FLnI_Xq13.3pb	9056	0.0	0.0
L1FLnI_Xq13.3ob	10013	0.0	0.0
L1FLnI_Xq21.1q	10132	0.0	0.0
L1FLnI_Xq21.1s	10139	0.0	0.0
L1FLnI_Xq21.1ma	8655	0.0	0.0
L1FLnI_Xq21.1t	10484	0.0	0.0
L1FLnI_Xq21.1la	10165	0.0	0.0
HUERSP1_Xq21.1a	1042	0.0	0.0
L1FLnI_Xq21.1ka	8916	0.0	0.0
L1FLnI_Xq21.1ja	8791	0.0	0.0
HERVW_Xq21.1a	3756	0.0	0.0
L1FLnI_Xq21.1ia	9197	0.0	0.0
L1FLnI_Xq21.1ha	9511	0.0	0.0
L1FLnI_Xq21.1ga	10148	0.0	0.0
L1FLnI_Xq21.1fa	9412	0.0	0.0
L1FLnI_Xq21.1ea	10012	0.0	0.0
HML5_Xq21.1a	4841	0.0	0.0
L1FLnI_Xq21.1da	10150	0.0	0.0
HERVL_Xq21.1b	2118	0.0	0.0
L1FLnI_Xq21.1ca	9583	0.0	0.0
L1FLnI_Xq21.1ba	9151	0.0	0.0
PRIMA41_Xq21.1	1673	0.0	0.0
L1FLnI_Xq21.1aa	10270	0.0	0.0
L1FLnI_Xq21.1z	10128	0.0	0.0
L1FLnI_Xq21.1y	10431	0.0	0.0
L1FLnI_Xq21.1x	10416	0.0	0.0
L1FLnI_Xq21.1w	8851	0.0	0.0
L1FLnI_Xq21.1v	8915	0.0	0.0
L1FLnI_Xq21.1u	10448	0.0	0.0
L1FLnI_Xq21.1vb	10452	0.0	0.0
L1FLnI_Xq21.1wb	11019	0.0	0.0
LTR25_Xq21.1a	4579	0.0	0.0
ERVLB4_Xq21.1g	1683	0.0	0.0
L1FLnI_Xq21.1od	8581	0.0	0.0
L1FLnI_Xq21.1nd	10281	0.0	0.0
L1FLnI_Xq21.1md	9405	0.0	0.0
L1FLnI_Xq21.1ld	9185	0.0	0.0
HERVL18_Xq21.1b	2807	0.0	0.0
MER61_Xq21.1e	1025	0.0	0.0
HERVL18_Xq21.1a	2162	0.0	0.0
MER4_Xq21.1j	5083	0.0	0.0
L1FLnI_Xq21.1kd	11698	0.0	0.0
L1FLnI_Xq21.1jd	8615	0.0	0.0
HERVFH19_Xq21.1	3086	0.0	0.0
L1FLnI_Xq21.1id	11574	0.0	0.0
MER4B_Xq21.1c	1335	0.0	0.0
LTR25_Xq21.1d	4754	0.0	0.0
L1FLnI_Xq21.1hd	9484	0.0	0.0
L1FLnI_Xq21.1gd	10840	0.0	0.0
ERVL_Xq21.1c	2003	0.0	0.0
MER61_Xq21.1d	3812	0.0	0.0
ERVLB4_Xq21.1f	6215	0.0	0.0
L1FLnI_Xq21.1fd	10286	0.0	0.0
MER4_Xq21.1i	4540	0.0	0.0
L1FLnI_Xq21.1ed	10091	0.0	0.0
ERVLE_Xq21.1b	946	0.0	0.0
L1FLnI_Xq21.1pd	8543	0.0	0.0
L1FLnI_Xq21.1qd	10059	0.0	0.0
L1FLnI_Xq21.1dd	9882	0.0	0.0
L1FLnI_Xq21.1rd	10039	0.0	0.0
L1FLnI_Xq21.1ae	9191	0.0	0.0
LTR25_Xq21.1e	2484	0.0	0.0
HERVL_Xq21.1h	6357	0.0	0.0
MER41_Xq21.1b	739	0.0	0.0
L1FLnI_Xq21.1zd	9927	0.0	0.0
L1FLI_Xq21.1	8048	0.0	0.0
HUERSP3_Xq21.1c	8293	0.0	0.0
L1FLnI_Xq21.1yd	10138	0.0	0.0
ERVLB4_Xq21.1j	4879	0.0	0.0
ERVLB4_Xq21.1h	1501	0.0	0.0
L1FLnI_Xq21.1xd	10180	0.0	0.0
ERVLE_Xq21.1c	1416	0.0	0.0
L1FLnI_Xq21.1wd	9254	0.0	0.0
L1FLnI_Xq21.1vd	9646	0.0	0.0
MER4B_Xq21.1d	5748	0.0	0.0
HERVH_Xq21.1	6181	0.0	0.0
MER4_Xq21.1n	8335	0.0	0.0
ERVL_Xq21.1d	5956	0.0	0.0
HUERSP3_Xq21.1b	4276	0.0	0.0
L1FLnI_Xq21.1ud	8993	0.0	0.0
L1FLnI_Xq21.1td	9349	0.0	0.0
L1FLnI_Xq21.1sd	9457	0.0	0.0
MER41_Xq21.1a	2912	0.0	0.0
ERVLB4_Xq21.1e	1768	0.0	0.0
HUERSP1_Xq21.1b	987	0.0	0.0
L1FLnI_Xq21.1xb	10477	0.0	0.0
L1FLnI_Xq21.1jc	10123	0.0	0.0
MER4_Xq21.1h	2101	0.0	0.0
L1FLnI_Xq21.1hc	10136	0.0	0.0
MER4B_Xq21.1b	6426	0.0	0.0
L1FLnI_Xq21.1gc	10423	0.0	0.0
ERVL_Xq21.1b	1449	0.0	0.0
L1FLnI_Xq21.1fc	8927	0.0	0.0
L1FLnI_Xq21.1ec	10126	0.0	0.0
L1FLnI_Xq21.1dc	9597	0.0	0.0
MER4_Xq21.1g	1104	0.0	0.0
L1FLnI_Xq21.1cc	10423	0.0	0.0
L1FLnI_Xq21.1bc	9531	0.0	0.0
HERVL_Xq21.1e	3173	0.0	0.0
LTR25_Xq21.1c	2369	0.0	0.0
LTR57_Xq21.1	1048	0.0	0.0
HUERSP3_Xq21.1a	6873	0.0	0.0
HML5_Xq21.1b	3176	0.0	0.0
L1FLnI_Xq21.1ac	10527	0.0	0.0
LTR25_Xq21.1b	8843	0.0	0.0
MER4_Xq21.1f	1083	0.0	0.0
MER4_Xq21.1e	1170	0.0	0.0
MER4_Xq21.1d	1431	0.0	0.0
L1FLnI_Xq21.1zb	10015	0.0	0.0
L1FLnI_Xq21.1yb	9882	0.0	0.0
L1FLnI_Xq21.1ic	8535	0.0	0.0
L1FLnI_Xq21.1kc	9936	0.0	0.0
L1ORF2_Xq21.1	8046	0.0	0.0
L1FLnI_Xq21.1lc	10151	0.0	0.0
L1FLnI_Xq21.1cd	8537	0.0	0.0
HERV30_Xq21.1	6209	0.0	0.0
L1FLnI_Xq21.1bd	9096	0.0	0.0
L1FLnI_Xq21.1ad	9383	0.0	0.0
L1FLnI_Xq21.1zc	10132	0.0	0.0
L1FLnI_Xq21.1yc	8894	0.0	0.0
HERVL_Xq21.1g	6118	0.0	0.0
L1FLnI_Xq21.1xc	9244	0.0	0.0
L1FLnI_Xq21.1wc	10097	0.0	0.0
ERV316A3_Xq21.1b	1881	0.0	0.0
L1FLnI_Xq21.1vc	8844	0.0	0.0
HERVL_Xq21.1f	2117	0.0	0.0
ERV316A3_Xq21.1a	1881	0.0	0.0
L1FLnI_Xq21.1uc	10013	0.0	0.0
L1FLnI_Xq21.1tc	8990	0.0	0.0
L1FLnI_Xq21.1sc	9716	0.0	0.0
L1FLnI_Xq21.1rc	10170	0.0	0.0
L1FLnI_Xq21.1qc	10214	0.0	0.0
L1FLnI_Xq21.1pc	8997	0.0	0.0
L1FLnI_Xq21.1oc	10173	0.0	0.0
L1FLnI_Xq21.1nc	10250	0.0	0.0
L1FLnI_Xq21.1mc	10414	0.0	0.0
ERVLE_Xq21.1a	751	0.0	0.0
L1FLnI_Xq13.3nb	10124	0.0	0.0
L1FLnI_Xq13.3lb	10630	0.0	0.0
L1FLnI_Xq21.1ce	10124	0.0	0.0
L1FLnI_Xq13.2a	10153	0.0	0.0
L1FLnI_Xq13.2h	9824	0.0	0.0
HERVL_Xq13.2c	6193	0.0	0.0
L1FLnI_Xq13.2g	9319	0.0	0.0
L1FLnI_Xq13.2f	10028	0.0	0.0
L1FLnI_Xq13.2e	10027	0.0	0.0
L1FLnI_Xq13.2d	10146	0.0	0.0
L1FLnI_Xq13.2c	10150	0.0	0.0
L1FLnI_Xq13.2b	10438	0.0	0.0
HERVL_Xq13.2b	3093	0.0	0.0
HERVL_Xq13.2a	2503	0.0	0.0
PRIMA4_Xq13.2b	2474	0.0	0.0
PRIMA4_Xq13.2a	2101	0.0	0.0
L1FLnI_Xq13.3kb	9849	0.0	0.0
ERVL_Xq13.2b	1447	0.0	0.0
ERVL_Xq13.2a	719	0.0	0.0
L1FLnI_Xq13.1na	10161	0.0	0.0
L1FLnI_Xq13.1ma	10177	0.0	0.0
L1FLnI_Xq13.1la	10190	0.0	0.0
L1FLnI_Xq13.1ka	10190	0.0	0.0
MER4_Xq13.1	5364	0.0	0.0
L1FLnI_Xq13.1ja	10125	0.0	0.0
L1FLnI_Xq13.1ia	10093	0.0	0.0
HERVFH19_Xq13.1	8112	0.0	0.0
MER41_Xq13.1	4763	0.0	0.0
MER4_Xq13.2	762	0.0	0.0
L1FLnI_Xq13.2i	10023	0.0	0.0
MER61_Xq13.2	2990	0.0	0.0
HERVI_Xq13.2	7093	0.0	0.0
L1FLnI_Xq13.2z	10114	0.0	0.0
HML5_Xq13.2	7188	0.0	0.0
L1FLnI_Xq13.2y	9085	0.0	0.0
L1FLnI_Xq13.2x	10253	0.0	0.0
MER41_Xq13.2a	2607	0.0	0.0
L1FLnI_Xq13.2w	9704	0.0	0.0
HERVH_Xq13.2a	6223	0.0	0.0
L1FLnI_Xq13.2v	10059	0.0	0.0
L1FLnI_Xq13.2u	10044	0.0	0.0
L1FLnI_Xq13.2t	10042	0.0	0.0
L1FLnI_Xq13.2s	10445	0.0	0.0
L1FLnI_Xq13.2r	10123	0.0	0.0
L1FLnI_Xq13.2q	8543	0.0	0.0
L1FLnI_Xq13.2p	10398	0.0	0.0
ERVLE_Xq13.2	875	0.0	0.0
L1FLnI_Xq13.2o	10021	0.0	0.0
L1FLnI_Xq13.2n	10036	0.0	0.0
L1FLnI_Xq13.2m	9718	0.0	0.0
HML3_Xq13.2b	1241	0.0	0.0
HML3_Xq13.2a	5481	0.0	0.0
L1FLnI_Xq13.2l	10032	0.0	0.0
L1FLnI_Xq13.2k	10124	0.0	0.0
L1FLnI_Xq13.2j	10184	0.0	0.0
L1FLnI_Xq13.1ha	10139	0.0	0.0
ERVLB4_Xq13.1	2383	0.0	0.0
L1FLnI_Xq13.1ga	10131	0.0	0.0
